index,height,upper_leg
43356,158.1,38
43357,151.7,35.9
43358,183.5,49.8
43359,168.8,37
43360,159.1,42
43361,179.4,42.6
43362,162.7,41.2
43363,165.1,38.9
43364,177,40.1
43365,166.2,37.2
43366,159.1,36
43367,161,36.7
43368,169.8,39
43370,155.7,33.8
43372,168.7,36.7
43375,164.4,38.4
43376,184.9,42.5
43377,170.1,43.9
43378,156.2,36.4
43379,168,36
43380,135.9,33.8
43381,188.3,55.5
43382,176.6,43.6
43383,167.9,38.7
43385,162.4,38.2
43386,175.7,39.3
43387,175.5,40.4
43390,132.3,31
43391,166.6,41
43393,176.2,41.2
43395,146.4,36
43397,160.1,36.6
43398,142.6,33
43399,162.5,40.2
43401,186.3,42.5
43402,171.5,46
43403,134,31.2
43404,163.1,37.4
43405,165.3,38.1
43406,153,31.1
43407,151.8,34.3
43409,166,38.8
43410,154.4,38.1
43411,173.8,39.4
43412,163.3,35
43413,160.2,36.8
43414,170.3,41.6
43415,178.1,37.5
43416,176.3,44.5
43417,163.7,38.5
43418,159.7,37.7
43419,160.8,38.5
43420,160.6,38.3
43423,162.6,37
43424,157.3,35.8
43425,163.1,39.7
43428,182.7,45.5
43431,177.9,43.4
43432,185.5,36.3
43433,171.2,38.3
43434,133.1,30.2
43435,160.5,36
43437,150.6,35.3
43438,164,32.5
43439,170.9,43.7
43440,172.6,38.6
43441,163.3,33.8
43443,192.8,46.8
43444,159.5,36.6
43445,160.9,39
43446,173.2,43.2
43447,166.7,37.4
43449,181.7,43.2
43450,136.3,31.6
43451,184.6,44.6
43452,162.5,38.4
43455,161.7,38
43456,159.4,34.7
43457,160.7,35.4
43458,156.1,34.6
43459,165.1,38.5
43462,162.2,37
43463,170.9,40.5
43464,178.7,43.3
43465,161.5,38.9
43466,157,38.1
43467,158.8,36.4
43469,174.2,39.5
43472,134.8,32.8
43474,152.8,30
43475,174,44.1
43476,172.4,37
43478,160.1,39
43479,173.6,40.4
43480,169.4,39.8
43482,161.5,38.3
43483,160.9,36.5
43484,160.7,38.2
43486,174.9,42.9
43487,157.5,38.9
43488,161.2,39
43489,156.1,38.1
43490,158.6,32.2
43492,161.7,35
43493,146.9,29.9
43494,173.8,43.4
43496,168.2,43
43498,163.5,43.5
43500,173.9,38.8
43501,174.1,39.9
43503,155.5,37.1
43504,135.1,32.2
43505,172.7,44.5
43507,131.7,30.3
43508,180.9,46.2
43510,170.4,40
43511,174.9,42.3
43514,166.7,36.2
43517,155.1,36.4
43518,167.3,40.8
43520,168.9,31.7
43521,151.9,34
43523,156.6,36.3
43526,177.1,43
43527,172.5,39.5
43528,165.6,37.3
43529,169.8,34
43533,176.2,46
43534,168.6,38.8
43535,186.9,42.2
43536,164.9,37.4
43537,176.6,38.5
43538,166.6,38
43539,161,39.7
43540,148.6,32.6
43541,158.8,37.3
43542,170,42.3
43543,166.8,47.4
43544,174,41.2
43545,176.3,44
43546,150.1,36.8
43548,163,35.5
43550,174.6,35
43551,176.9,43
43552,166.9,36.2
43553,160.2,39
43555,165.6,41.4
43556,163.2,39.2
43557,165.8,38.1
43558,181.9,40
43559,169,35.5
43560,170.8,39
43561,167.5,36.6
43562,172.4,40.3
43564,153.5,31
43565,162.5,34.2
43567,148.2,36.8
43568,176,43
43569,153.6,39.1
43570,146.3,26.5
43571,173.7,41.7
43572,154,33
43573,170,35.1
43574,183.6,38
43575,149.9,36.4
43579,164,36.3
43581,175.7,43.1
43582,178.4,45
43583,158.7,39.8
43584,173.1,41.9
43585,156.4,26.5
43586,160.8,34.6
43587,181.4,39.4
43589,167,34.7
43590,169.3,39
43592,159.6,32
43593,180.5,44
43594,165.7,34
43595,170.4,37.6
43597,165.2,36
43600,179.5,42.4
43601,158,38.2
43602,166.1,36.1
43604,182.1,44.5
43606,162.3,33
43610,178.3,32.1
43612,159.4,37
43613,165.6,42
43614,172.5,41
43615,161.1,31.4
43616,148.2,35.3
43617,172,35.6
43618,147,34.5
43621,162.1,38.5
43622,160.3,39.3
43623,147.3,33.8
43624,175.8,42.6
43625,163.4,36.3
43628,164.6,42.2
43629,152.6,35.6
43630,186.8,43
43631,170.3,39.2
43632,156.2,31.6
43633,171.3,38.3
43634,160.6,35.7
43635,155.7,25.6
43636,188.2,46.3
43637,156.6,38
43639,164.4,34.8
43640,159,33.3
43641,151.5,44.1
43642,176.8,41.5
43643,141.5,32
43644,162.4,37
43645,178.1,41.5
43646,176,42
43647,154.6,31.7
43650,153.9,35.2
43651,152.4,33.7
43653,173.3,39.8
43654,167.3,39.8
43656,180,43.8
43658,146.1,33.2
43659,174.1,44.1
43660,155,37.7
43662,164.4,36.8
43664,143,31.5
43666,158.1,37.5
43669,143.8,35.5
43670,173.4,39
43671,166.8,35.7
43672,157.6,33.3
43674,162.5,40.2
43675,135.4,31.8
43678,184.6,49.2
43679,174.5,41.5
43680,158.5,33
43682,153.4,34.2
43683,173.9,40
43684,163,38.9
43685,119.5,27
43688,164.1,35.9
43689,171.6,42
43690,166,41.7
43691,160.2,39.7
43692,162.2,37
43695,167.6,36.1
43696,183.4,45
43697,184.6,44.2
43699,176.2,43.2
43700,185.9,46.9
43701,180.5,44.3
43702,161.1,38
43704,179.9,39.3
43705,166.8,36.2
43706,160.6,38.3
43707,164.6,40.4
43708,170,43
43709,165.2,37.8
43710,184,42
43711,154.9,35.9
43716,173.6,39.6
43717,184,42.8
43718,177.1,35.2
43719,169,44.4
43720,180.8,45.8
43721,159.9,36.7
43723,152.2,34
43724,167.9,43.5
43725,178,45.2
43726,168.8,41.8
43727,154,30
43731,161.9,37.1
43732,179.9,44
43733,151.1,34
43735,177.7,43.7
43736,151.6,33.1
43737,158.2,36.8
43738,165.3,34.4
43740,163.3,40.9
43741,171.8,40.2
43742,154.3,30.5
43743,174,40.7
43744,169,45.7
43747,180.8,43.8
43748,148.5,23.2
43749,173.6,39
43750,157.7,37
43751,155.7,37
43753,160.1,42.7
43755,158.6,37
43756,170.5,35
43757,152.4,34.6
43758,175.7,39.4
43759,182.2,41.7
43761,176,42.2
43764,161.7,37
43767,164.1,34.5
43768,159,35.1
43769,156.4,33.8
43770,163.7,35.3
43771,153.7,34.4
43772,165.5,35
43773,163.8,40.2
43774,151.8,35.3
43775,166.9,35.3
43776,172.3,38.8
43777,178.1,42.5
43778,189.1,45.6
43779,159.7,34.8
43780,175.7,38.4
43781,132,31.5
43785,179.6,40.3
43786,167.4,37.8
43787,163.4,37.7
43789,166.2,38.9
43790,169.2,39.2
43791,143,34.4
43792,179.1,42.3
43794,172,36.7
43795,153.4,34.9
43798,171.1,43.1
43799,151.7,37.4
43801,172,40.7
43802,188.4,46.8
43804,164.6,43.5
43805,132,30.5
43806,168.4,38.2
43807,169.4,39.5
43808,153.9,39
43809,142,30
43810,186.5,42.4
43813,175.5,36.8
43814,188.8,43.3
43815,177.9,41.5
43816,161.6,29.9
43817,174.8,43.9
43818,175.4,40.5
43822,158.3,34
43823,183.7,41.5
43824,166.6,39.4
43825,174.6,40.1
43826,181.8,41.6
43827,173.6,36.1
43828,166.8,40.5
43830,162.4,36
43831,136.6,32.6
43833,173.2,42.1
43835,157.9,39.8
43836,185,42.8
43837,171.2,40.4
43839,158.5,37
43842,175.5,37.4
43843,167.3,36.9
43844,161.2,37.6
43845,140.4,32
43847,149.6,28.8
43848,162.5,36.9
43850,169.3,37.5
43852,169.2,39
43853,168.4,39.3
43856,159.1,38.2
43857,145.3,29.7
43859,175.8,39
43861,158.4,30.4
43862,174.4,41.3
43863,156.4,35.5
43864,167.7,41.2
43865,167.2,39
43866,136.3,32
43867,165.8,39.5
43868,150.8,35
43871,174.6,40.7
43873,156.4,37.2
43874,179.9,42.5
43876,156.3,40
43877,176.3,34.5
43880,135.7,32.7
43881,181.1,42.6
43882,157.5,34.3
43885,171.8,38.2
43886,170.2,32.3
43887,147.7,34
43888,156.8,37.3
43889,182.8,44.7
43891,181.3,44
43892,174.6,42.6
43893,173.1,42.5
43894,126.2,27.5
43895,159.6,35.5
43896,167.7,36.4
43898,158.3,40
43899,178.6,41.9
43902,158.2,36
43903,172.8,40.1
43904,167.3,36.5
43905,170.3,38.3
43907,160.4,36.5
43908,162.8,36.5
43909,171.4,38.5
43910,160.9,36.2
43911,182.4,40.8
43913,171.6,42.5
43914,160.4,35
43916,160.2,37.2
43917,180.9,46.6
43918,154.3,38.8
43920,162.6,37.5
43923,160.4,34.8
43924,168.1,36.2
43925,146.6,33.5
43926,184.6,44.6
43927,156.7,37.5
43932,176.2,45.6
43934,176.6,39
43935,158,40
43937,151.7,34.3
43939,176.9,39.7
43941,162.9,38
43942,172.5,36.7
43943,149.8,38.5
43944,154,39
43945,169.6,40
43946,172.9,41
43949,170.3,39.2
43950,139.3,35.3
43953,173.8,41.9
43954,171.8,37.8
43955,165.7,40.1
43957,173.8,41.5
43958,127.8,29
43959,154.2,32.7
43960,172.2,47.1
43961,171.9,44.2
43962,168.8,40
43963,193.9,47.8
43964,170.3,34.5
43966,159.7,34.3
43968,173.1,39
43971,163,37.4
43972,178.2,41.3
43973,173.6,38.8
43975,157.6,40
43976,153.4,32.5
43977,150.6,33.3
43978,149.9,38
43980,176.2,38
43981,152.1,36.8
43985,154.1,36.5
43986,167.7,37.3
43991,159.8,33.5
43992,157.5,32.2
43994,183.3,40.7
43995,154.3,28.8
43996,177.4,42.5
43997,170.8,38.6
44000,163.5,38.8
44001,163.1,38.6
44002,166.6,41.8
44003,178.3,42.5
44004,178.7,44.3
44005,152.3,34.6
44006,138.4,32.4
44007,167,41.7
44008,180.6,40
44010,158.1,32.2
44011,167.6,42.3
44012,169.3,40.3
44013,169.9,35.2
44014,176.2,43.6
44016,175.6,39.3
44017,177.3,41.4
44020,182.1,43
44021,163.9,42.1
44022,164.3,36.8
44023,143.1,35.8
44024,169.5,41.7
44025,135.9,36
44027,164.6,40.3
44029,172,40.5
44030,141.1,32
44032,169.1,39.3
44033,170.5,38.7
44034,167.5,35.8
44035,175.2,43
44036,146.9,35.2
44037,159.3,38.9
44038,171.1,38.8
44039,145.8,28.2
44040,167.2,37.6
44041,177.4,41.5
44042,166.1,35.5
44043,168,36.8
44045,177.5,39.7
44046,157.1,37
44047,174.7,41
44049,175.7,42.2
44050,156.7,39
44051,184.8,47.2
44052,158.2,35
44053,154,35
44057,166,38.2
44058,148.6,35.8
44059,160.6,41.1
44060,161.5,38.7
44062,160.2,39.6
44063,168.2,38.2
44064,152.1,35.2
44065,171.9,40.5
44066,153.2,34.6
44067,158.7,41.9
44068,155.7,35.6
44069,158,36
44071,175.9,44
44072,158.8,40.1
44073,172.3,38.1
44074,176.2,42.1
44075,139,31.8
44077,164.5,42.1
44079,165.4,41.6
44081,167.6,39.2
44082,181.5,36.2
44083,153.2,39.9
44084,178.2,39
44085,165.6,40.4
44086,177.7,41.8
44087,134.1,31.3
44088,165,37.5
44089,162.6,36.1
44090,156,32.7
44091,156.7,37.7
44092,170.9,38
44093,159.4,35
44095,162.8,39.7
44096,165.9,37.1
44098,178.5,41
44099,161.2,41
44100,165.1,40.6
44102,168.6,40.7
44103,123.6,27.1
44104,152.2,35.2
44108,158.8,34.2
44109,166.5,41.2
44110,164.6,35.1
44111,187.5,47
44112,158.5,36
44113,157.6,34
44114,164.5,39
44116,149.3,33.2
44117,169,38.2
44119,155.7,35.9
44120,152.8,25.1
44121,172.2,40.3
44122,155.5,35.5
44123,171.5,41.7
44124,164.6,39.3
44125,171.5,39.5
44126,188.3,43.1
44127,183.8,41.7
44128,168.3,40
44129,163.6,37.5
44130,179.1,37.6
44131,174.6,39.2
44133,167.3,40.9
44134,175.7,42.9
44135,144.7,35.2
44137,150.5,35.5
44138,145.6,34.5
44139,137.8,31.6
44141,142.4,28.1
44142,182.8,38.6
44143,158.3,37.5
44145,160.6,39.6
44148,159.2,31.6
44149,158,34.5
44150,171.5,37.1
44151,153.4,37.5
44152,156,40.5
44154,183.2,39.3
44155,154.3,37.3
44156,168.8,39
44157,168.6,40
44158,145.6,31
44159,163.3,38.9
44160,151.3,33.8
44162,162,36.4
44163,157.9,32.5
44164,161.2,33.8
44165,166.4,38.5
44167,167.4,40.6
44169,179.7,42.2
44171,172.9,38.5
44173,183.6,42.4
44175,170.4,37
44176,166.6,37
44177,166.5,44.1
44178,160.6,34.5
44180,176.6,37.6
44181,176.1,44.2
44182,162.5,34.4
44183,170.6,42.1
44184,181.6,40
44186,165.7,40
44187,169.8,38
44189,166.6,38.1
44190,160.5,37.8
44191,173.1,40.6
44194,171.8,39
44195,161.6,36
44196,159.1,36.3
44197,162.8,35.5
44199,176.2,42
44200,158,36.4
44201,184.7,40.4
44202,170,38.9
44205,162.7,39.4
44206,159.1,36.1
44209,175.4,35
44210,181.7,43
44212,170.3,42.3
44213,158.7,35.3
44215,163.4,38
44217,161.4,37.5
44218,167.5,37
44220,180,44.4
44221,188.2,49.3
44222,156,39
44223,166.3,36.8
44224,152.8,34.5
44226,133.3,30.6
44228,168,37.6
44229,164.9,36.5
44230,160.8,38
44231,179.6,40.7
44232,170.3,41.5
44233,169.4,38.8
44236,145.1,33.6
44237,169.8,43.5
44238,172.6,39.9
44240,181.6,38.5
44241,186.9,45
44242,141.4,32.8
44243,191.7,45.5
44245,174,40
44246,162.3,42.5
44247,169.4,37.2
44248,161.8,37.2
44249,170.8,37.8
44250,143.2,33.3
44251,161.3,40.4
44252,150,30.7
44253,175.8,47
44254,179.7,42.6
44255,160.6,33.5
44256,139.8,32.9
44257,171.8,41.7
44259,179.7,42.3
44260,155.5,35.5
44261,183.2,40
44262,164.7,36.1
44263,133.4,31.3
44264,181.3,46.1
44265,178.9,43
44266,152.4,34.8
44267,162.3,36.8
44269,158.8,33.6
44271,166.8,38.7
44273,158.7,39.1
44274,173,41.6
44275,178.3,44.5
44276,175.5,37.5
44277,155.3,34.2
44280,163.5,37.8
44281,149.5,24.2
44284,172.6,40.3
44285,169.3,39
44286,165.7,36.5
44287,166.3,41.4
44288,187.7,45.1
44289,174.5,40.4
44291,155.7,36.4
44293,154.8,38.2
44296,156.8,30
44297,142.1,35
44298,176.5,43.1
44299,174.1,39.5
44301,182.4,48.1
44302,143.8,35.2
44303,169.6,41.2
44304,164.5,36.8
44305,172.8,41.4
44307,150.1,34
44308,146.4,37.6
44309,176.6,41.1
44310,183.1,43.3
44312,154.7,35.3
44313,169.1,40.3
44314,145.2,32.2
44315,154.5,38.4
44316,165.6,37
44317,188.3,44.2
44318,150.6,34.6
44319,167.9,42.4
44320,189.1,42.4
44321,166,39.5
44324,146.7,33.3
44326,160.6,36.2
44327,148,31.2
44328,160.6,38.2
44331,161.4,36.2
44332,153.4,27.5
44333,153.2,37.8
44334,173.3,43.7
44336,153.8,33
44338,168.4,37.7
44339,149.8,34.1
44341,166,42.8
44345,163.7,35.1
44346,168.1,37
44347,189.9,45.3
44349,174,43.7
44350,130.2,30.1
44351,182.9,42.6
44352,161.8,39.7
44353,159.5,38
44354,167.6,32.8
44355,158,37.2
44356,158,34.2
44358,164.7,39
44360,169.2,35.4
44361,161.4,34.2
44363,168.9,39.1
44365,180.9,39.5
44366,176.3,47.2
44367,126.3,30.3
44368,140,31.4
44369,157.8,32.1
44372,170.2,38.3
44373,133.5,29.4
44374,136,34.6
44375,167.2,38.4
44376,145.3,33.2
44377,169.5,42.1
44378,154.5,35.2
44379,181.2,40
44380,165.1,36.3
44381,166.5,29.7
44382,173.9,43.3
44384,180.6,47.6
44385,166.9,39.6
44386,169.1,39.6
44387,172.1,41
44389,170,40.1
44391,158.4,30
44392,165.6,37.6
44393,168.1,39.3
44395,140,33.7
44398,182.7,42.5
44399,147.5,37.8
44400,170.8,41.9
44401,157.9,32.1
44404,172.8,41.6
44405,158.6,40.1
44406,163.3,33.6
44407,155.4,35.1
44408,171.9,39.5
44409,151.1,34.7
44410,154.7,32.5
44411,184.3,41.2
44412,166.9,37.6
44413,161.5,41.4
44414,177.6,49.2
44415,163.6,37.8
44416,149.4,34.1
44417,180.6,45.4
44418,177.2,40
44419,171.1,40.8
44420,174.1,38.2
44423,168.1,36.3
44424,167.6,39.6
44425,176.6,46.1
44426,155.2,33.9
44427,182.7,45
44429,173.2,44.4
44430,173.4,45
44431,159.5,37.2
44433,177.5,40.6
44434,165.4,36.2
44440,152.6,35.4
44442,158.6,40.1
44443,159.4,35.7
44444,162.7,35
44446,168.5,42.7
44447,154.5,39.5
44450,157.7,36
44451,167.7,39.1
44452,171.4,41.3
44453,163.1,41.2
44454,177.6,43.2
44455,163.8,39.2
44456,182.9,44.1
44457,169.8,39
44458,156.6,33.5
44459,177.7,40.5
44460,151.6,27.8
44461,177.9,44.6
44462,178,38.5
44463,127.3,27.2
44465,165.1,34
44467,154.2,41.4
44468,161.4,37.4
44469,160.7,36.4
44470,121.8,26.1
44471,168.8,42.5
44472,152.8,37.2
44473,166.2,42.5
44474,157.8,31
44475,158.9,38.5
44477,159.4,40.9
44478,157,37
44479,148,24
44480,178.1,41.6
44481,158.7,36.6
44484,178.2,40.6
44486,160.8,36.1
44487,181.9,41.4
44488,165.3,39.5
44490,171.4,44
44491,164.7,39.1
44492,160,30.8
44495,171.5,40
44496,179.2,40.8
44498,161.7,42.5
44501,178.4,43.5
44503,173.1,41.1
44508,154.3,38.2
44509,181.1,43.6
44510,177.9,46.8
44511,158.6,34.4
44513,170.1,37.1
44514,162.7,35
44515,145.7,32.3
44516,164.8,39
44517,176.1,39.9
44519,157.6,34.6
44521,154,30.7
44522,157.1,38.9
44524,179.5,42.4
44527,170.6,41.4
44528,164.4,35.6
44529,134.2,30.8
44531,175.9,41.9
44532,187,44.6
44533,165.9,40.5
44534,168.4,41.9
44536,150.5,35.7
44537,170.8,41.7
44539,168,39
44540,172.6,38.4
44545,160.8,30
44546,165.3,32.4
44548,161.1,40
44549,155.5,35.5
44550,161.4,31.8
44551,181.6,43.5
44553,148.2,35.4
44554,182.2,43.9
44555,158.8,38.3
44556,166.7,36
44557,136.9,33.2
44558,176.7,45.2
44559,155.4,31.4
44560,151,36.9
44561,126,28.2
44564,157.2,36.2
44565,141,29.1
44566,174.9,41
44567,153.4,27.7
44568,161.7,39.2
44569,170.6,39.8
44570,158.8,39.3
44571,163.2,38
44572,162.2,32
44573,159.2,39.2
44574,177.3,38.4
44575,163.1,34
44576,167,35.5
44577,139.9,29.6
44578,178,38.5
44579,189,46
44580,166.6,36.3
44582,159.9,35
44586,159.7,35
44587,166.6,38.4
44588,168.5,38.1
44589,163.1,33
44591,151.1,34.5
44592,165.9,40.3
44593,170.1,42.9
44594,158.2,35.3
44595,159,37.3
44599,158.6,41
44600,184.8,46.4
44601,164.6,42.7
44602,190.5,46
44603,170.1,33.7
44604,171.3,40.5
44605,166.8,41.3
44608,154,35.7
44609,155.6,34.2
44610,139.1,34
44612,134.7,31
44614,179.4,43.2
44615,141.1,30.3
44617,162.2,43.3
44618,152.6,32.3
44619,126.8,28
44620,158.4,36
44621,163.2,37
44622,159.6,34.7
44623,163.5,40.9
44624,177.4,39.2
44627,172.6,39.2
44628,152.6,28.7
44629,172.5,39.7
44630,140.5,33
44632,144,35.5
44633,177.9,41
44634,168.7,39
44635,164.5,39.8
44636,168.6,41.9
44637,167.9,38.6
44638,172.7,45.1
44639,165.9,37.6
44642,154.9,35.3
44643,164.9,37.2
44644,165.7,36
44645,172,40.1
44647,176.1,47
44648,173.3,42.5
44656,180.5,46
44658,160.6,38.3
44659,178.1,38.9
44661,162.5,34.8
44663,163.1,39.4
44664,176.3,40
44667,173.1,39.4
44668,177.1,43.8
44669,148,35.4
44670,155.9,38.9
44671,177.8,43.4
44672,167.8,42.8
44673,150.6,30.7
44674,177.1,39.4
44676,167.4,39.4
44677,169.4,40.6
44678,138.5,29.3
44679,153.4,30.8
44680,165.8,35
44681,161.8,37.4
44683,163.7,37.9
44684,174.4,44.6
44685,173,37.8
44688,166.6,38.6
44689,151.9,36.2
44691,167.9,40.4
44692,162.6,42
44693,182.6,44.1
44694,178.3,42.3
44695,168.1,39.7
44696,158.6,37
44697,151.9,34.3
44698,178.8,42.2
44699,134,30.5
44700,140.7,33
44701,180.4,44.7
44703,172.4,36.2
44704,195,48.7
44706,171.2,40.4
44710,171.9,41.9
44711,153.7,33.1
44712,157.4,34.5
44713,164.7,37
44715,179.2,43
44716,161.2,41.4
44719,151.2,37.1
44720,181.7,43.5
44721,123.9,37.8
44722,168,44.5
44724,163.6,32.5
44725,171.4,40.2
44726,165.8,38
44727,158,36.5
44731,144.1,31.2
44732,159.1,32.8
44733,157,34.5
44734,170.2,38.5
44735,176.7,39.7
44736,184.8,45.4
44737,161.5,37.1
44738,169.3,37
44740,158.8,40.1
44744,162.5,35.1
44745,147.4,33.7
44746,148.4,37.1
44747,169.5,40.4
44749,173,36.5
44750,169.4,40
44751,177,44
44755,151,33.7
44757,149.4,33.1
44758,141.9,31.7
44760,171.2,39.3
44761,146.6,33.2
44762,163.8,37.7
44763,167.8,39.8
44765,154.7,34.6
44767,177.5,39.8
44768,168.1,40
44769,173.8,39.4
44770,167.5,36.6
44771,158.1,38.2
44772,165.4,42.2
44774,158.1,38.9
44775,145.6,34.3
44776,123.2,30
44778,144.4,28.7
44779,167.1,39.2
44780,163.1,38.6
44781,155.1,30
44782,182.3,42.2
44783,173.8,39.5
44784,165.2,38.8
44785,187.3,46.8
44787,172.6,41.8
44788,168.9,39.8
44789,160.9,35
44790,172.3,40
44791,174.1,36.2
44792,166.2,38.8
44793,155.8,36.7
44795,183.7,41
44796,163.7,39.7
44797,155.1,38.2
44798,158.1,39.5
44799,167.9,39.2
44802,171.7,39.1
44804,163.1,36.1
44805,148.9,33.5
44806,148.5,36.4
44807,159.6,38.3
44808,147.5,34.7
44811,157.2,32.3
44813,172,39.6
44815,170.5,40.9
44817,168.8,35.4
44820,159.1,36
44821,169.4,41.5
44824,157.5,38.5
44825,167.2,41
44826,170.6,40.6
44827,169.8,41.8
44830,174.2,41.6
44831,181.1,40.2
44832,160,39.5
44834,134.3,29.5
44836,187.3,44
44838,163.5,35.6
44839,149.3,25.6
44840,165.5,38
44842,159.9,36.2
44843,156.4,35
44844,185,42
44845,164.3,39.7
44846,164.4,37
44847,145.7,35.2
44848,168.7,38.7
44849,174.3,41.5
44850,173.6,40.2
44852,179,41.8
44853,167.5,39
44854,145,33.2
44855,160.4,31.5
44856,174.1,39.9
44857,160.9,39.9
44860,126.2,28.2
44862,166.3,35.1
44863,153,32.9
44864,174,44.2
44865,161.6,38.7
44866,176.6,41.9
44867,158.2,37.5
44869,176.6,36.2
44870,160.5,37.5
44871,156.8,27.3
44873,178.8,41.9
44874,177.7,45.9
44875,168.7,36.4
44876,144.6,27.5
44877,159,37.7
44878,171.8,38.4
44880,136,31
44882,184.3,37.5
44883,178.8,38.4
44885,167,33.1
44886,180.4,41.6
44888,179.1,43.4
44889,172.8,41.1
44890,172.2,41.2
44891,165.2,36.2
44892,171.4,39.2
44893,156.8,32.3
44895,178.5,43
44896,170.3,40.7
44898,158.2,39.4
44899,160.1,34
44900,155.7,34.2
44901,173.8,40.8
44903,173.9,45.6
44904,170.3,38.4
44905,155.2,37.2
44906,178.9,43.2
44908,174.1,39
44909,161.5,39.5
44910,170.6,39.3
44911,129.1,31.6
44912,157.9,37
44913,156,36.3
44914,165.4,39.8
44915,159.4,31
44916,155.6,31
44917,124.3,27.5
44920,149,33.5
44921,144.7,32.6
44922,169.4,36.5
44924,136.4,32.5
44927,159,33.6
44928,168.8,34.3
44930,174.2,40
44931,169.7,39.4
44932,171,42.4
44933,161.1,35.6
44937,162.8,33.2
44938,168.2,38
44939,197.3,48
44940,168.6,40.5
44941,163.1,35.2
44942,168.4,40.4
44943,177.5,41.7
44944,148.3,36.2
44946,175.8,38.4
44947,155.3,37.8
44951,173.5,41.5
44952,161,37.2
44953,153,37
44958,171.8,38.5
44959,171.2,39.2
44960,170.7,40.5
44965,163.5,36.8
44966,151.9,38.5
44967,160.1,34.9
44969,163.1,43
44970,161.4,32.5
44971,155.8,33.3
44972,176.5,36.8
44973,155.1,32.5
44976,172.5,41.7
44977,165.2,41
44979,171.2,42.4
44980,170.9,36.4
44981,150.7,33.3
44984,159.7,36
44986,173.9,41.6
44988,170.6,35.6
44989,149.5,34.4
44990,179.7,41
44991,166.9,39.1
44992,133.9,32.2
44993,150.9,33.1
44994,173.2,41.4
44996,162.6,36.2
44997,150.7,34.3
44998,168.2,37.8
44999,119.4,26.2
45001,158.2,37.9
45002,171.6,40.1
45004,177.1,46.5
45005,163.2,39.5
45006,164,43
45009,169.1,36.4
45010,179.6,42.2
45012,167.7,42.6
45013,167.6,37.2
45014,164.9,36.6
45015,173.3,40.1
45018,167.2,38
45019,169.5,40
45020,153.5,25.5
45021,162.2,36.5
45022,183,42.3
45023,162.6,41
45025,173.3,37.9
45027,181,47
45028,168,42.2
45029,161,36.3
45031,162.3,39.7
45033,172.4,41.9
45034,168.8,39.8
45035,168.8,37.5
45036,161.7,40
45037,156.3,32.4
45039,155.3,38.2
45040,142.2,30.9
45043,143.4,31.3
45044,165.1,37.4
45045,153.4,35
45046,160,38
45048,178.3,43.1
45049,171.5,42.4
45050,173,41.1
45051,170.2,41.5
45052,165.1,40.6
45054,174,43
45055,165.7,40.5
45057,173.4,37.6
45058,169.1,37.7
45059,173.5,40.1
45060,182.1,39.8
45061,175.7,38.7
45062,175.6,36.3
45063,173.5,41.9
45064,167.7,32
45065,169.9,41.6
45066,145,36.3
45067,168.9,39.1
45069,165,37.1
45070,168.2,43.1
45071,153.9,37.4
45072,158.3,35.5
45073,173.7,43.8
45074,164.3,37.4
45078,171.6,39
45079,160.2,37.4
45081,160.2,35.5
45082,184.9,44.1
45083,172.1,43.1
45084,176.7,34.5
45085,167.8,43.1
45086,141.3,32
45087,164.8,40.7
45088,151,36.9
45089,169,38
45090,178.2,41.2
45091,132.1,30.3
45092,167.7,42.2
45093,129.7,29.3
45094,168.1,41.2
45095,174.5,43.2
45096,165.1,29.2
45097,170.3,37.1
45099,153.5,36.7
45100,157.8,34.2
45101,166.3,37.2
45102,168,41.4
45103,188.8,45.2
45104,187.1,43.9
45105,131.7,30
45107,180,46
45109,159.8,35.6
45110,161.9,35.6
45113,160.2,34.2
45114,173.7,34.1
45116,154.9,33.6
45118,162.2,32.3
45119,165.7,37.9
45120,154.5,36
45121,146,35.8
45123,182.4,42.6
45124,188.4,43.2
45125,161.5,38.1
45126,172.5,40.6
45129,178.6,47
45131,183.4,40.1
45132,152.2,32
45133,134.8,30
45135,160.3,35
45136,153.1,36.5
45137,161,29.8
45138,154,38.3
45139,165.7,38.5
45141,157.8,33.2
45142,156.5,35.5
45144,149.1,34
45145,176.6,39.5
45146,163.6,37.8
45147,158,34.4
45149,157.5,40.5
45151,151.3,33.1
45152,155.2,30.9
45153,160.6,34.6
45156,171.5,41.3
45157,160.8,33.9
45158,173.6,42.4
45159,160.8,38.5
45160,173,42
45162,174.1,39.5
45163,156,37.4
45164,146.5,36
45165,175,45
45167,158.7,40.2
45169,175.2,41.3
45171,170.9,37.3
45172,167.4,36.8
45173,141.4,35.7
45174,169.9,37.8
45175,176.8,39.7
45176,167.6,37
45178,168.9,41.9
45179,149.2,29.2
45180,161.6,38.2
45181,169.9,37.6
45185,175.5,37.4
45186,170.2,36
45187,186.9,43.3
45188,171.2,41.6
45189,187.6,45.4
45190,154.7,34.7
45191,148.3,35.2
45194,169,40.7
45195,131.5,31.2
45196,164.6,38.4
45197,167.8,41.1
45198,175,42.7
45200,162.9,38.8
45201,164.3,39.5
45202,159.7,34.4
45203,158.9,39.1
45204,169.7,37
45206,145,32.4
45207,174.9,40.1
45209,161.7,32.1
45211,163.4,33
45212,162.5,39.6
45213,157.5,36.7
45214,179.2,43.5
45215,170.6,39.1
45216,175.2,37
